City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,kerikeri,-35.2268,173.9474,10,94,25,2.91,NZ,1696180887
369,guerrero negro,27.9769,-114.0611,22.55,59,2,5.91,MX,1696180887
370,tari,12.4086,4.4914,32.33,49,86,4.1,NG,1696180887
371,plettenberg bay,-34.0527,23.3716,14.38,79,0,5.06,ZA,1696180887
372,martapura,-3.4167,114.85,25.05,83,75,0.51,ID,1696180888
373,rupert,42.6191,-113.6772,7.88,93,100,3.09,US,1696180888
374,fortaleza,-3.7227,-38.5247,31.07,51,0,7.72,BR,1696180800
375,zhosaly,45.4878,64.0781,17.53,38,81,4.29,KZ,1696180888
376,makhambet,47.6667,51.5833,18.31,44,0,2.5,KZ,1696180888
377,makokou,0.5738,12.8642,23.38,95,76,0.73,GA,1696180888
378,appley bridge,53.5778,-2.7209,18.82,91,100,1.34,GB,1696180889
379,castillos,-34.1667,-53.8333,16.96,53,2,4.07,UY,1696180889
380,kilindoni,-7.9139,39.6668,25.16,79,1,5.26,TZ,1696180889
381,beja,36.7256,9.1817,26.81,66,22,3.13,TN,1696180889
382,vandavasi,12.5,79.6167,27.17,76,91,3.22,IN,1696180889
383,coahuayana de hidalgo,18.7,-103.6583,32.91,62,33,1.78,MX,1696180890
384,vavuniya,8.7514,80.4971,25.67,75,78,3.68,LK,1696180890
385,kiratu,-3.3333,35.6667,22.6,49,11,3.5,TZ,1696180890
386,betio village,1.358,172.9211,28.35,75,3,3.29,KI,1696180820
387,kristiansund,63.1115,7.732,11.03,93,20,1.54,NO,1696180890
388,midelt,32.6852,-4.7451,27.25,15,0,4.01,MA,1696180891
389,kwali,8.8672,7.005,25.94,86,77,1.25,NG,1696180891
390,banjarmasin,-3.3244,114.591,25.08,92,37,1.06,ID,1696180891
391,aberdeen,57.1437,-2.0981,16.27,64,2,2.57,GB,1696180891
392,inda silase,14.1031,38.2829,20.06,63,90,1.11,ET,1696180891
393,kavaratti,10.5669,72.642,27.97,80,95,7.16,IN,1696180757
394,tandil,-37.3217,-59.1332,19.27,33,13,2.23,AR,1696180892
395,biltine,14.5333,20.9167,34.24,30,82,4.71,TD,1696180892
396,rosarito,32.3333,-117.0333,19.15,65,94,3.7,MX,1696180505
397,medina,24.4686,39.6142,38.24,10,40,3.09,SA,1696180892
398,usinsk,65.9939,57.5281,11.26,93,100,10.06,RU,1696180893
399,zakynthos,37.7914,20.8953,22.62,68,20,0,GR,1696180893
400,samana,19.2056,-69.3369,31.12,84,75,3.09,DO,1696180893
401,youghal,51.95,-7.8506,14.56,97,100,4.45,IE,1696180893
402,farmington,36.7281,-108.2187,25.69,56,0,11.32,US,1696180893
403,kigoma,-4.8769,29.6267,27.46,59,2,1.38,TZ,1696180894
404,kismayo,-0.3582,42.5454,25.67,76,24,6.22,SO,1696180894
405,callao,-12.0667,-77.15,22.16,68,0,4.63,PE,1696180894
406,crane,31.3974,-102.3501,27.89,49,92,9.28,US,1696180894
407,moyale,3.5167,39.0584,27.17,42,96,2.14,KE,1696180895
408,belaya kholunitsa,58.84,50.8528,14.95,63,79,4.93,RU,1696180895
409,sandnessjoen,66.0217,12.6316,7.06,81,75,1.03,NO,1696180895
410,ayr,55.4627,-4.6339,15.99,67,20,4.63,GB,1696180895
411,chabahar,25.2919,60.643,28.11,68,0,1.2,IR,1696180896
412,saldanha,-33.0117,17.9442,17.03,71,0,4.7,ZA,1696180896
413,porto seguro,-16.4497,-39.0647,25.29,78,75,3.6,BR,1696180896
414,nioki,-2.7167,17.6833,25.54,79,98,0.71,CD,1696180896
415,loralai,30.3705,68.598,20.44,11,0,4.02,PK,1696180896
416,banda aceh,5.5577,95.3222,26.52,83,13,4.41,ID,1696180896
417,papao,-17.75,-149.55,25.82,82,6,9.26,PF,1696180897
418,posto fiscal rolim de moura,-13.0833,-62.2667,38.89,32,100,1.17,BR,1696180897
419,flying fish cove,-10.4217,105.6791,23.82,88,40,5.14,CX,1696180897
420,ar ruways,24.1103,52.7306,30.71,52,0,4.05,AE,1696180683
421,cidade velha,14.9167,-23.6167,29.26,70,75,7.2,CV,1696180897
422,saint-georges,12.0564,-61.7485,32.82,66,20,5.14,GD,1696180898
423,jambi city,-1.6,103.6167,24.15,84,86,0.32,ID,1696180898
424,revda,56.801,59.9303,8.09,83,37,2.62,RU,1696180898
425,san pedro pochutla,15.7333,-96.4667,31.84,55,100,2.22,MX,1696180898
426,pangody,65.85,74.4859,2.61,100,100,3.32,RU,1696180898
427,taltal,-25.4,-70.4833,18.41,67,23,2.99,CL,1696180631
428,rio grande,-32.035,-52.0986,23.06,63,0,2.81,BR,1696180899
429,sao tome,0.3365,6.7273,26.39,81,93,5.07,ST,1696180899
430,pandan,14.0453,124.1694,27.34,87,100,3.58,PH,1696180899
431,fuerte olimpo,-21.0415,-57.8738,36.22,25,56,2.94,PY,1696180899
432,labrador city,52.9463,-66.9114,9.95,57,40,5.66,CA,1696180899
433,shar,49.5886,81.0453,10.11,64,58,2.28,KZ,1696180900
434,chongwe,-15.3292,28.682,28.7,28,94,0.89,ZM,1696180900
435,chibougamau,49.9168,-74.3659,17.7,50,5,2.2,CA,1696180900
436,el aioun,34.5832,-2.5061,29.11,34,0,4.42,MA,1696180900
437,mahibadhoo,3.7833,72.9667,27.69,78,100,3.74,MV,1696180900
438,tinajo,29.0788,-13.7081,29.49,42,0,2.57,ES,1696180900
439,usakos,-22,15.6,28.76,12,0,6.11,,1696180901
440,richards bay,-28.783,32.0377,18.15,64,100,3.75,ZA,1696180901
441,baena,37.6167,-4.3225,33.7,22,5,2.4,ES,1696180901
442,san luis,-33.295,-66.3356,25.53,19,26,3.74,AR,1696180901
443,ulsteinvik,62.3432,5.8487,14.31,80,100,2.68,NO,1696180901
444,golakganj,26.1,89.8333,26.95,90,87,1.68,IN,1696180902
445,hamilton,39.1834,-84.5333,28.45,57,20,4.12,US,1696180868
446,amarastii de jos,43.95,24.1667,22.77,38,65,6.14,RO,1696180902
447,jianguang,28.1938,115.7836,21.43,88,54,2.32,CN,1696180902
448,alenquer,-1.9417,-54.7383,38.57,27,26,2.4,BR,1696180902
449,bryne,58.7354,5.6477,14.43,90,100,5.66,NO,1696180903
450,anina,45.0794,21.8569,14.53,56,88,2.3,RO,1696180903
451,ebon,4.582,168.6964,28.05,76,15,2.76,MH,1696180903
452,amherst,41.3978,-82.2224,25.79,65,0,1.34,US,1696180776
453,eyl,7.9803,49.8164,27.11,76,59,10.65,SO,1696180903
454,lorengau,-2.0226,147.2712,26.46,82,19,1.68,PG,1696180904
455,mount gambier,-37.8333,140.7667,4.42,94,0,2.15,AU,1696180714
456,isafjordur,66.0755,-23.124,9.02,66,75,6.17,IS,1696180904
457,salinopolis,-0.6136,-47.3561,29.36,69,53,7.53,BR,1696180904
458,omis,43.4447,16.6886,22.96,47,9,3.1,HR,1696180904
459,aoulef,26.9667,1.0833,37.48,13,0,6.32,DZ,1696180905
460,fada,9.5667,8.3,22.78,91,64,1.88,NG,1696180905
461,jeddah,21.5169,39.2192,31.92,70,0,1.54,SA,1696180905
462,lazaro cardenas,17.9583,-102.2,31.17,68,82,1.95,MX,1696180905
463,kol'chugino,56.3,39.3833,13.87,87,100,2.54,RU,1696180727
464,yakeshi,49.2833,120.7333,5.4,80,62,1.37,CN,1696180905
465,malpe,13.35,74.7167,25.61,84,44,1.87,IN,1696180906
466,carora,10.1755,-70.0827,36.64,33,43,2.2,VE,1696180906
467,baxter,46.3433,-94.2867,28.16,57,0,5.14,US,1696180906
468,portland,45.5234,-122.6762,15.46,80,20,2.24,US,1696180500
469,lehighton,40.8337,-75.7138,26.12,55,0,0.89,US,1696180906
470,santa elena de uairen,4.6167,-61.1333,31.56,34,52,4.13,VE,1696180907
471,khunti,23.0833,85.2833,23.06,97,100,2.16,IN,1696180907
472,vernon,50.2581,-119.2691,10.34,80,89,0.89,CA,1696180907
473,wynyard,-41,145.7167,6.66,82,18,1.91,AU,1696180907
474,hilo,19.7297,-155.09,25.71,93,40,1.54,US,1696180907
475,fort st. john,56.2499,-120.8529,9.94,62,75,5.14,CA,1696180908
476,vidyayevo,69.3191,32.8049,6.2,82,95,4.02,RU,1696180908
477,leningradskaya,46.3214,39.3877,17.73,33,83,4.63,RU,1696180802
478,dakingari,11.6451,4.0605,30.76,60,47,3.15,NG,1696180908
479,nouadhibou,20.931,-17.0347,26.99,57,68,7.2,MR,1696180908
480,mandali,33.7499,45.5541,29.84,24,40,2.47,IQ,1696180909
481,plainfield,40.6168,-74.4173,26.1,54,0,5.14,US,1696180909
482,prado,-17.3411,-39.2208,25.71,63,37,4.36,BR,1696180726
483,happy valley-goose bay,53.3168,-60.3315,15.17,47,40,7.2,CA,1696180909
484,ulladulla,-35.35,150.4667,13.94,71,29,1.84,AU,1696180909
485,kirakira,-10.4544,161.9205,25.81,85,91,4.7,SB,1696180909
486,kaka,37.3482,59.6143,20.49,24,3,2.36,TM,1696180910
487,kill devil hills,36.0307,-75.676,24,73,0,7.72,US,1696180613
488,kish,26.5578,54.0194,32.15,51,0,3.09,IR,1696180910
489,katsuura,35.1333,140.3,23.31,80,91,7.91,JP,1696180910
490,contamana,-7.3333,-75.0167,39.38,27,50,0.51,PE,1696180910
491,westport,41.1415,-73.3579,25.26,61,0,5.66,US,1696180911
492,nevinnomyssk,44.6267,41.9453,20.9,60,44,4.28,RU,1696180911
493,sault ste. marie,46.5168,-84.3333,19.31,100,100,2.06,CA,1696180735
494,mollendo,-17.0231,-72.0147,20.5,73,28,4.03,PE,1696180911
495,moapa valley,36.5805,-114.4703,20.4,36,1,2,US,1696180911
496,miri,4.4148,114.0089,23.08,94,40,3.6,MY,1696180911
497,nefta,33.8731,7.8777,30.14,31,3,1.15,TN,1696180912
498,irara,-12.05,-38.7667,28.05,61,80,4.41,BR,1696180912
499,north bend,43.4065,-124.2243,12.31,93,75,1.54,US,1696180912
500,saynshand,44.8824,110.1163,13.6,22,95,3.26,MN,1696180912
501,dorado,18.4588,-66.2677,32.54,79,96,1.34,PR,1696180913
502,lapeer,43.0514,-83.3188,24.85,56,0,2.06,US,1696180913
503,tezu,27.9167,96.1667,24.65,94,54,1.95,IN,1696180913
504,saint-pierre,-21.3393,55.4781,22.82,78,0,1.54,RE,1696180913
505,san-pedro,4.7485,-6.6363,25.62,89,54,4.04,CI,1696180913
506,priargunsk,50.3691,119.1012,7.26,65,7,0.56,RU,1696180914
507,turpan,42.9333,89.1667,23.85,26,6,1.8,CN,1696180914
508,alaghsas,17.0187,8.0168,30.94,40,3,9.77,NE,1696180914
509,slave lake,55.2834,-114.769,8.99,71,0,4.63,CA,1696180914
510,bulgan,48.8125,103.5347,8.17,55,100,1.46,MN,1696180914
511,cooma,-36.2333,149.1333,4.75,91,16,0.65,AU,1696180914
512,barra de santo antonio,-9.4047,-35.5072,28.6,62,27,3.77,BR,1696180915
513,mikulov,48.8056,16.6378,20.01,45,55,2.52,CZ,1696180915
514,ad dabbah,18.05,30.95,38.16,10,3,4.35,SD,1696180915
515,la'ie,21.6477,-157.9253,26.98,82,31,3.58,US,1696180915
516,urengoy,65.9667,78.3667,2.28,68,100,7.6,RU,1696180915
517,norman gardens,-23.3224,150.5393,16.29,88,0,2.06,AU,1696180916
518,inarajan village,13.2736,144.7484,27.54,94,2,3.96,GU,1696180916
519,ruza,55.699,36.1952,14.63,75,96,3.13,RU,1696180916
520,coronel suarez,-37.4547,-61.9334,21.19,30,27,5.11,AR,1696180916
521,raufoss,60.7264,10.6172,8.83,76,75,1.16,NO,1696180916
522,chajul,15.4853,-91.0342,23.02,58,18,2.42,GT,1696180917
523,kabinda,-6.1333,24.4833,22.68,71,86,1.14,CD,1696180917
524,chernyshevskiy,63.0128,112.4714,5.6,79,100,3.24,RU,1696180917
525,argo,37.6333,22.7333,23.1,49,47,1.79,GR,1696180917
526,ambon,-3.6954,128.1814,27.15,95,20,2.57,ID,1696180917
527,acarau,-2.8856,-40.12,31.08,55,40,9.65,BR,1696180918
528,fuglafjordur,62.244,-6.814,11.26,87,71,9.8,FO,1696180918
529,bhimunipatnam,17.8833,83.4333,28.73,82,100,5.96,IN,1696180918
530,staraya russa,57.9944,31.3608,12.77,79,40,4.52,RU,1696180918
531,melfi,40.9965,15.6514,20.31,58,3,3.66,IT,1696180918
532,wenling,28.3669,121.36,20.41,76,4,4.27,CN,1696180918
533,powell river,49.8496,-124.5361,13,100,100,0,CA,1696180919
534,mont-laurier,46.5501,-75.4993,19.79,71,77,2.01,CA,1696180762
535,midyat,37.4247,41.3393,21.74,47,73,4.68,TR,1696180919
536,vila franca do campo,37.7167,-25.4333,21.23,99,94,3.75,PT,1696180919
537,hammerfest,70.6634,23.6821,3.25,70,40,4.63,NO,1696180919
538,vilyuysk,63.7553,121.6247,7.22,82,99,0.89,RU,1696180919
539,hasaki,35.7333,140.8333,22.38,68,100,9.24,JP,1696180920
540,kassala,15.451,36.4,35.13,24,0,2.54,SD,1696180920
541,camayenne,9.535,-13.6878,29.05,84,100,2.06,GN,1696180920
542,bochum,51.4833,7.2167,22.59,59,100,1.58,DE,1696180921
543,valparaiso,-33.0393,-71.6273,16.11,78,100,4.12,CL,1696180629
544,cedeira,43.6797,-8.0209,22.8,77,68,3.71,ES,1696180921
545,itaituba,-4.2761,-55.9836,38.09,47,20,1.18,BR,1696180921
546,diebougou,10.9667,-3.25,32.76,49,54,2.91,BF,1696180921
547,santiago de cao,-7.9589,-79.2392,22.07,73,0,7.2,PE,1696180921
548,willowmore,-33.2926,23.4895,14.23,42,1,3.57,ZA,1696180922
549,amursk,50.2261,136.8994,8.88,89,100,5.77,RU,1696180922
550,richmond,37.5538,-77.4603,27.12,59,40,6.69,US,1696180554
551,margate,51.3813,1.3862,20.39,78,100,1.79,GB,1696180825
552,nanyang,32.9947,112.5328,14.35,91,100,5.73,CN,1696180687
553,lindisfarne,-42.8333,147.35,7.78,85,4,3.6,AU,1696180923
554,nova vicosa,-17.8919,-39.3719,26.78,61,37,5.37,BR,1696180923
555,holdenville,35.0804,-96.3992,30.28,42,29,4.31,US,1696180923
556,tura,25.5198,90.2201,23.72,98,82,1.89,IN,1696180923
557,sinjai,-5.1241,120.253,22.54,83,31,2,ID,1696180923
558,bandarbeyla,9.4942,50.8122,26.07,87,12,6.91,SO,1696180924
559,lagoa,39.05,-27.9833,19.73,65,68,4.17,PT,1696180924
560,alma,48.5501,-71.6491,18.56,55,1,3.36,CA,1696180924
561,nizhniy odes,63.6445,54.856,12.08,86,100,5.35,RU,1696180924
562,sur,22.5667,59.5289,30.52,51,23,2.49,OM,1696180925
563,boyolangu,-8.1181,111.8935,21.78,94,15,0.46,ID,1696180926
564,grand-bassam,5.2118,-3.7388,27.98,79,83,4.54,CI,1696180926
565,seven pagodas,12.6264,80.1722,30.03,79,99,7.09,IN,1696180926
566,burang,30.25,81.1667,5.73,82,25,2.2,CN,1696180926
567,gebeit,21.0667,36.3167,32.44,29,4,2.8,SD,1696180926
568,nema,57.5067,50.5011,12.86,61,53,3.6,RU,1696180927
569,hai duong,20.9333,106.3167,28,89,8,1.8,VN,1696180927
570,dossor,47.5272,52.9811,19.12,44,0,2.13,KZ,1696180820
571,cill airne,52.05,-9.5167,15.03,77,20,4.12,IE,1696180927
572,caluula,11.9661,50.7569,28.09,74,3,2.63,SO,1696180927
573,zhytkavichy,52.2168,27.8561,14.46,60,100,3.16,BY,1696180928
574,darwin,-12.4611,130.8418,26.99,78,44,2.06,AU,1696180928
575,angaur state,6.906,134.13,28.13,80,40,3.94,PW,1696180928
576,thames,-37.1333,175.5333,12.83,89,82,3.64,NZ,1696180928
577,adam,22.3756,57.5233,32.46,15,1,4.4,OM,1696180928
578,al mayadin,35.0209,40.4535,27.25,37,100,1.51,SY,1696180928
579,zaozersk,69.4005,32.4476,5.8,82,94,3.53,RU,1696180929
580,san andres,12.5847,-81.7006,32.01,70,20,3.6,CO,1696180929
581,miracema do tocantins,-9.5618,-48.3967,42.42,13,3,2.59,BR,1696180929
582,huayin,34.5675,110.0921,16.19,87,100,1.4,CN,1696180929
583,newman,37.3138,-121.0208,18.46,49,53,0.94,US,1696180930
584,mil'kovo,55.6078,37.7956,13.88,73,99,3.23,RU,1696180930
585,santa rita,-7.1139,-34.9781,30.37,54,20,7.2,BR,1696180930
586,sereflikochisar,38.9393,33.5386,18.09,60,88,4.29,TR,1696180930
587,verneuil-sur-avre,48.7395,0.9273,24.78,62,72,1.85,FR,1696180930
588,saint croix,17.7397,-64.7388,32.25,66,40,7.72,VI,1696180931
589,xam nua,20.4197,104.0439,19.42,99,52,0.78,LA,1696180931
590,cloverdale,38.8055,-123.0172,22.39,75,8,0.89,US,1696180413
